#     Om       s8      SN1      SN2      AGN      WDM
0.166354 0.609554 1.065054 1.851416 2.250491 0.240173
0.349519 0.972555 3.748125 0.510240 1.107462 0.555276
0.378229 0.674115 2.951358 0.821143 0.647531 0.336707
0.112251 0.911116 1.671104 1.729503 2.728989 0.150631
0.264821 0.708711 3.178999 1.144936 3.867907 0.259062
0.444888 0.871686 0.698252 1.302976 1.259119 0.443212
0.410121 0.645658 3.495409 1.664730 3.191367 0.501376
0.280836 0.983268 0.321845 0.698417 2.049254 0.186273
0.145455 0.787138 2.624417 1.426343 0.793181 0.084824
0.363777 0.849552 2.058953 1.209068 2.462652 0.386447
0.308502 0.747992 0.921671 0.959646 2.925544 0.481765
0.176118 0.885576 3.834318 1.492640 0.319502 0.297615
0.247048 0.681707 1.454841 0.632875 1.590238 0.158342
0.468521 0.944097 2.288547 1.916281 3.668950 0.344418
0.450194 0.696998 0.382681 1.075303 1.054826 0.292778
0.234143 0.934998 3.302652 1.280493 2.196954 0.471151
0.192887 0.732667 1.987018 0.845342 3.460383 0.370393
0.322978 0.894691 2.828048 1.800303 1.790927 0.178540
0.354816 0.796254 3.902563 1.874631 1.313600 0.212233
0.135662 0.834231 0.721674 0.579140 3.919656 0.521559
0.288242 0.636563 2.224076 1.544567 2.670832 0.381595
0.421482 0.998562 1.651288 1.000220 0.592134 0.074195
0.436717 0.724694 2.545981 0.655724 2.527175 0.124656
0.254260 0.862109 1.273052 1.985547 0.856803 0.316509
0.118863 0.658117 3.577455 0.888480 1.988379 0.448049
0.390361 0.920727 1.104032 1.468807 3.131421 0.269676
0.331964 0.619163 1.845464 1.356345 3.606215 0.112732
0.152654 0.956552 2.908745 1.186952 1.524771 0.420132
0.223594 0.760545 0.534762 1.689295 0.378561 0.529316
0.491989 0.823130 3.210509 0.768850 2.987363 0.219990
0.489533 0.710593 0.653023 1.989215 3.355609 0.064186
0.219598 0.872984 3.105152 0.647673 1.745647 0.376889
0.153323 0.669114 1.716276 1.478323 1.097474 0.510385
0.337344 0.906699 3.025147 0.886277 2.297265 0.207310
0.391053 0.608264 3.704555 1.195003 2.746238 0.175543
0.124220 0.970678 0.993325 1.352677 0.608017 0.357293
0.251827 0.774547 2.422484 0.771053 1.300121 0.468371
0.432699 0.812157 1.380038 1.679779 3.848485 0.280843
0.422150 0.686124 2.332867 1.288544 2.030224 0.230442
0.293622 0.949099 1.529596 1.071636 3.232762 0.533517
0.133206 0.746694 3.790054 1.802506 2.423431 0.430863
0.350820 0.883694 0.846973 0.835827 0.810722 0.118160
0.320545 0.782129 2.101615 0.582807 0.366112 0.273178
0.188869 0.845131 2.697054 1.866580 2.915390 0.460706
0.234835 0.647535 0.279126 1.009736 3.680820 0.318784
0.455551 0.984558 3.422714 1.542364 1.541683 0.137034
0.462944 0.631560 1.578650 0.702073 2.238235 0.438537
0.246185 0.994146 2.181414 1.656668 1.035683 0.249083
0.179917 0.798138 0.794369 1.218596 1.808354 0.145677
0.310765 0.835528 3.945282 1.424151 3.421048 0.325502
0.367602 0.737089 2.753293 1.500703 3.909389 0.542145
0.147691 0.899698 1.942697 0.955990 1.360096 0.237145
0.275285 0.695707 3.377350 1.918472 0.543465 0.095976
0.409232 0.933122 0.426945 0.623347 2.682587 0.406753
0.448687 0.759248 3.282238 1.031749 0.868851 0.348649
0.267083 0.821246 0.578331 1.612443 2.478799 0.168825
0.106674 0.623578 2.836959 0.512432 3.178310 0.303012
0.377366 0.961555 1.801837 1.841889 1.978504 0.492466
0.343969 0.659993 1.177879 1.733160 1.485371 0.399073
0.165465 0.922018 3.622684 0.813080 3.623577 0.088296
0.211418 0.719687 1.199262 1.312503 2.968055 0.198682
0.478959 0.857686 2.500810 1.142744 0.419677 0.503682
0.484178 0.663408 3.875744 0.606013 3.782862 0.484468
0.200158 0.901409 0.937463 1.935842 1.234484 0.295022
0.172965 0.703766 2.243914 0.938185 0.674226 0.161556
0.342900 0.865789 1.443167 1.518518 2.812433 0.341373
0.385675 0.767350 0.364646 1.406055 2.348826 0.496391
0.104802 0.805325 3.512576 1.236657 1.149020 0.191398
0.271446 0.602970 2.012034 1.639590 1.694672 0.080289
0.438279 0.964970 2.610456 0.719139 3.304620 0.391059
0.404295 0.739533 1.688727 1.125009 1.607321 0.333617
0.286682 0.876947 2.994616 1.330204 3.746443 0.153800
0.140348 0.680768 0.684747 0.795631 2.849196 0.256483
0.368877 0.943379 3.132534 1.750598 0.299903 0.445929
0.302667 0.641817 2.394193 1.824926 0.759175 0.414162
0.181951 0.979208 1.349222 0.529429 2.371870 0.103392
0.241954 0.775387 3.735995 1.594278 3.283751 0.245282
0.473630 0.837972 1.019965 1.049925 2.081199 0.550275
0.457582 0.791221 2.926370 1.708582 2.631609 0.110154
0.226734 0.828246 1.888724 0.742262 0.492473 0.422850
0.199557 0.625962 3.197005 1.382497 1.411660 0.526225
0.316317 0.988962 0.488300 1.165217 3.960939 0.223158
0.362213 0.690527 1.288386 0.915794 3.487261 0.129766
0.128266 0.927526 2.586951 1.448794 1.874552 0.311509
0.294900 0.729808 1.091901 0.676721 0.970056 0.452707
0.414810 0.892785 3.532364 1.960133 2.172594 0.265187
0.430824 0.618313 0.763103 1.572253 0.470670 0.215448
0.260132 0.955923 3.918357 0.979835 3.019033 0.518515
0.113815 0.751979 1.606657 1.895267 3.572028 0.384297
0.395418 0.814394 2.212403 0.554086 1.433807 0.071601
0.326080 0.712830 3.345452 0.864989 1.912305 0.288244
0.158540 0.850416 0.399846 1.773355 3.112097 0.475764
0.218532 0.654359 2.781126 1.101084 2.544439 0.365407
0.497037 0.916748 1.973055 1.259130 0.934477 0.183664
